player_name,team,position,date,opponent,is_home,points,rebounds,assists,steals,blocks,three_pm
Nikola Jokić,DEN,C,2025-11-15,MIN,0,27,12,11,2,1,3
Nikola Jokić,DEN,C,2025-11-12,LAC,0,55,12,6,1,1,5
Nikola Jokić,DEN,C,2025-11-11,SAC,0,35,15,7,2,0,1
Nikola Jokić,DEN,C,2025-11-08,IND,1,32,14,14,1,0,1
Nikola Jokić,DEN,C,2025-11-07,GSW,1,26,9,9,0,1,2
Nikola Jokić,DEN,C,2025-11-05,MIA,1,33,15,16,3,0,2
Nikola Jokić,DEN,C,2025-11-03,SAC,1,34,7,14,4,2,4
Nikola Jokić,DEN,C,2025-10-31,POR,0,21,14,9,1,2,2
Nikola Jokić,DEN,C,2025-10-29,NOP,1,21,12,10,2,0,1
Nikola Jokić,DEN,C,2025-10-27,MIN,0,25,19,10,2,1,0
Nikola Jokić,DEN,C,2025-10-25,PHX,1,14,14,15,3,0,0
Nikola Jokić,DEN,C,2025-10-23,GSW,0,21,13,10,1,1,2
Nikola Vučević,CHI,C,2025-12-14,NOP,1,12,8,4,0,0,2
Nikola Vučević,CHI,C,2025-12-12,CHA,0,13,3,4,0,1,1
Nikola Vučević,CHI,C,2025-12-07,GSW,1,9,6,3,1,0,1
Nikola Vučević,CHI,C,2025-12-05,IND,1,8,4,2,0,0,2
Nikola Vučević,CHI,C,2025-12-03,BKN,1,16,11,0,2,0,1
Nikola Vučević,CHI,C,2025-12-01,ORL,0,20,11,5,2,0,1
Nikola Vučević,CHI,C,2025-11-29,IND,0,16,8,6,1,0,2
Nikola Vučević,CHI,C,2025-11-28,CHA,0,13,14,3,1,0,1
Nikola Vučević,CHI,C,2025-11-22,WAS,1,28,12,2,0,0,3
Nikola Vučević,CHI,C,2025-11-21,MIA,1,6,4,3,0,0,0
Nikola Vučević,CHI,C,2025-11-19,POR,0,27,8,2,1,1,5
Nikola Vučević,CHI,C,2025-11-17,DEN,0,8,9,6,1,0,2
Nikola Vučević,CHI,C,2025-11-16,UTA,0,21,12,2,0,3,3
Nikola Vučević,CHI,C,2025-11-12,DET,0,6,6,3,0,0,0
Nikola Vučević,CHI,C,2025-11-10,SAS,1,11,8,6,0,0,3
Nikola Vučević,CHI,C,2025-11-08,CLE,0,9,5,4,2,0,0
Nikola Vučević,CHI,C,2025-11-07,MIL,0,16,6,1,1,0,2
Nikola Vučević,CHI,C,2025-11-04,PHI,1,19,10,0,1,1,1
Nikola Vučević,CHI,C,2025-11-02,NYK,0,17,14,4,0,1,3
Nikola Vučević,CHI,C,2025-10-31,NYK,1,26,7,2,0,0,4
Nikola Vučević,CHI,C,2025-10-29,SAC,1,13,14,7,1,0,1
Nikola Vučević,CHI,C,2025-10-27,ATL,1,17,17,9,2,0,1
Nikola Vučević,CHI,C,2025-10-25,ORL,0,15,8,2,0,1,1
Nikola Vučević,CHI,C,2025-10-22,DET,1,28,14,2,1,0,4
Paolo Banchero,ORL,PF,2025-12-13,NYK,1,25,8,3,1,0,0
Paolo Banchero,ORL,PF,2025-12-09,MIA,1,18,7,4,0,1,2
Paolo Banchero,ORL,PF,2025-12-07,NYK,0,16,1,2,0,0,3
Paolo Banchero,ORL,PF,2025-12-05,MIA,1,9,6,2,0,0,1
Paolo Banchero,ORL,PF,2025-11-12,NYK,0,4,4,2,1,1,0
Paolo Banchero,ORL,PF,2025-11-10,POR,1,28,9,3,1,0,2
Paolo Banchero,ORL,PF,2025-11-09,BOS,1,28,6,4,0,0,0
Paolo Banchero,ORL,PF,2025-11-07,BOS,1,15,9,4,1,1,1
Paolo Banchero,ORL,PF,2025-11-04,ATL,0,22,11,8,1,0,0
Paolo Banchero,ORL,PF,2025-11-01,WAS,0,28,11,4,0,2,3
Paolo Banchero,ORL,PF,2025-10-30,CHA,0,20,9,9,2,0,2
Paolo Banchero,ORL,PF,2025-10-29,DET,0,24,11,7,1,1,0
Paolo Banchero,ORL,PF,2025-10-27,PHI,0,32,7,5,0,3,1
Paolo Banchero,ORL,PF,2025-10-25,CHI,1,24,10,1,1,2,1
Paolo Banchero,ORL,PF,2025-10-24,ATL,1,11,6,1,0,0,0
Paolo Banchero,ORL,PF,2025-10-22,MIA,1,24,11,1,1,1,1
Pascal Siakam,IND,PF,2025-12-14,WAS,1,11,4,4,1,0,0
Pascal Siakam,IND,PF,2025-12-12,PHI,0,20,5,2,1,0,1
Pascal Siakam,IND,PF,2025-12-08,SAC,1,23,5,4,2,0,1
Pascal Siakam,IND,PF,2025-12-05,CHI,0,36,10,1,2,0,5
Pascal Siakam,IND,PF,2025-12-03,DEN,1,23,3,4,0,0,3
Pascal Siakam,IND,PF,2025-12-01,CLE,1,26,7,2,0,0,0
Pascal Siakam,IND,PF,2025-11-29,CHI,1,24,9,4,2,2,1
Pascal Siakam,IND,PF,2025-11-28,WAS,1,24,11,1,2,1,1
Pascal Siakam,IND,PF,2025-11-26,TOR,0,11,4,2,2,0,0
Pascal Siakam,IND,PF,2025-11-24,DET,1,24,8,3,2,2,0
Pascal Siakam,IND,PF,2025-11-21,CLE,0,26,9,4,1,0,3
Pascal Siakam,IND,PF,2025-11-19,CHA,1,22,4,7,1,1,2
Pascal Siakam,IND,PF,2025-11-17,DET,0,29,7,1,1,1,3
Pascal Siakam,IND,PF,2025-11-15,TOR,1,30,4,3,2,0,5
Pascal Siakam,IND,PF,2025-11-13,PHX,0,19,5,2,0,0,0
Pascal Siakam,IND,PF,2025-11-11,UTA,0,27,5,4,0,1,2
Pascal Siakam,IND,PF,2025-11-08,DEN,0,14,6,5,0,0,0
Pascal Siakam,IND,PF,2025-11-05,BKN,1,23,6,10,1,0,1
Pascal Siakam,IND,PF,2025-11-03,MIL,1,32,5,8,3,1,1
Pascal Siakam,IND,PF,2025-11-01,GSW,1,27,5,3,2,1,1
Pascal Siakam,IND,PF,2025-10-31,ATL,1,18,5,5,0,0,2
Pascal Siakam,IND,PF,2025-10-29,DAL,0,27,13,3,2,0,2
Pascal Siakam,IND,PF,2025-10-26,MIN,0,33,10,8,3,0,3
Pascal Siakam,IND,PF,2025-10-25,MEM,0,13,6,6,0,1,2
Pascal Siakam,IND,PF,2025-10-23,OKC,1,32,15,4,1,0,3
RJ Barrett,TOR,SG,2025-11-23,BKN,1,16,2,1,2,0,2
RJ Barrett,TOR,SG,2025-11-21,WAS,1,24,8,4,0,0,2
RJ Barrett,TOR,SG,2025-11-19,PHI,0,22,3,4,0,0,2
RJ Barrett,TOR,SG,2025-11-17,CHA,1,16,3,3,1,0,1
RJ Barrett,TOR,SG,2025-11-15,IND,0,22,6,4,0,0,3
RJ Barrett,TOR,SG,2025-11-13,CLE,0,9,9,4,1,0,0
RJ Barrett,TOR,SG,2025-11-11,BKN,0,13,4,6,0,0,0
RJ Barrett,TOR,SG,2025-11-08,PHI,0,22,3,6,0,0,2
RJ Barrett,TOR,SG,2025-11-07,ATL,0,19,5,4,0,0,2
RJ Barrett,TOR,SG,2025-11-04,MIL,1,23,8,4,1,2,4
RJ Barrett,TOR,SG,2025-11-02,MEM,1,27,6,6,0,0,2
RJ Barrett,TOR,SG,2025-10-31,CLE,0,20,3,2,2,0,3
RJ Barrett,TOR,SG,2025-10-29,HOU,1,10,2,4,2,0,2
RJ Barrett,TOR,SG,2025-10-27,SAS,0,25,2,2,1,0,2
RJ Barrett,TOR,SG,2025-10-26,DAL,0,16,4,3,0,0,1
RJ Barrett,TOR,SG,2025-10-24,MIL,1,20,6,2,2,2,1
RJ Barrett,TOR,SG,2025-10-22,ATL,0,25,8,5,2,0,2
Rudy Gobert,MIN,C,2025-12-14,SAC,1,7,12,3,0,1,0
Rudy Gobert,MIN,C,2025-12-12,GSW,0,24,14,1,2,1,0
Rudy Gobert,MIN,C,2025-12-08,PHX,1,15,8,1,1,0,0
Rudy Gobert,MIN,C,2025-12-06,LAC,1,4,7,2,0,1,0
Rudy Gobert,MIN,C,2025-12-04,NOP,0,15,12,3,0,1,0
Rudy Gobert,MIN,C,2025-12-02,NOP,0,26,13,2,1,1,0
Rudy Gobert,MIN,C,2025-11-30,SAS,1,8,8,2,0,0,0
Rudy Gobert,MIN,C,2025-11-29,BOS,1,12,8,3,0,0,0
Rudy Gobert,MIN,C,2025-11-26,OKC,0,5,12,3,0,3,0
Rudy Gobert,MIN,C,2025-11-24,SAC,0,11,13,1,0,2,0
Rudy Gobert,MIN,C,2025-11-21,PHX,0,12,12,4,0,1,0
Rudy Gobert,MIN,C,2025-11-19,WAS,1,9,15,3,0,1,0
Rudy Gobert,MIN,C,2025-11-17,DAL,1,15,9,4,2,1,0
Rudy Gobert,MIN,C,2025-11-15,DEN,1,4,6,0,0,3,0
Rudy Gobert,MIN,C,2025-11-14,SAC,1,11,8,1,1,1,0
Rudy Gobert,MIN,C,2025-11-10,UTA,0,14,12,1,0,2,0
Rudy Gobert,MIN,C,2025-11-09,SAC,0,19,12,1,1,5,0
Rudy Gobert,MIN,C,2025-11-07,UTA,1,8,9,2,1,3,0
Rudy Gobert,MIN,C,2025-11-05,NYK,0,7,9,0,0,0,0
Rudy Gobert,MIN,C,2025-11-03,BKN,0,15,12,1,0,1,0
Rudy Gobert,MIN,C,2025-11-01,CHA,0,14,15,5,2,2,0
Rudy Gobert,MIN,C,2025-10-29,LAL,1,9,6,2,0,2,0
Rudy Gobert,MIN,C,2025-10-27,DEN,1,8,5,1,1,2,0
Rudy Gobert,MIN,C,2025-10-26,IND,1,14,18,1,0,2,0
Rudy Gobert,MIN,C,2025-10-24,LAL,0,2,7,2,0,0,0
Rudy Gobert,MIN,C,2025-10-22,POR,0,10,6,0,0,1,0
Scottie Barnes,TOR,PF,2025-12-15,MIA,0,17,10,6,2,3,1
Scottie Barnes,TOR,PF,2025-12-09,NYK,1,13,5,4,2,0,1
Scottie Barnes,TOR,PF,2025-12-07,BOS,1,18,11,8,1,1,0
Scottie Barnes,TOR,PF,2025-12-05,CHA,1,13,3,5,1,1,1
Scottie Barnes,TOR,PF,2025-12-04,LAL,1,23,11,9,1,3,2
Scottie Barnes,TOR,PF,2025-12-02,POR,1,28,7,7,1,2,3
Scottie Barnes,TOR,PF,2025-11-30,NYK,0,18,5,4,1,2,4
Scottie Barnes,TOR,PF,2025-11-29,CHA,0,30,12,5,2,1,1
Scottie Barnes,TOR,PF,2025-11-26,IND,1,24,10,4,0,1,0
Scottie Barnes,TOR,PF,2025-11-24,CLE,1,18,11,6,1,0,0
Scottie Barnes,TOR,PF,2025-11-23,BKN,1,17,7,4,2,4,0
Scottie Barnes,TOR,PF,2025-11-21,WAS,1,23,5,2,3,0,3
Scottie Barnes,TOR,PF,2025-11-19,PHI,0,16,9,5,1,1,0
Scottie Barnes,TOR,PF,2025-11-17,CHA,1,16,6,6,1,2,0
Scottie Barnes,TOR,PF,2025-11-15,IND,0,14,11,6,1,1,0
Scottie Barnes,TOR,PF,2025-11-13,CLE,0,28,10,8,1,5,1
Scottie Barnes,TOR,PF,2025-11-11,BKN,0,15,11,5,1,1,0
Scottie Barnes,TOR,PF,2025-11-08,PHI,0,18,5,4,2,2,2
Scottie Barnes,TOR,PF,2025-11-07,ATL,0,14,10,4,1,2,0
Scottie Barnes,TOR,PF,2025-11-04,MIL,1,23,3,6,4,2,3
Scottie Barnes,TOR,PF,2025-11-02,MEM,1,19,12,8,1,5,3
Scottie Barnes,TOR,PF,2025-10-31,CLE,0,14,10,5,1,1,1
Scottie Barnes,TOR,PF,2025-10-29,HOU,1,31,5,2,2,1,4
Scottie Barnes,TOR,PF,2025-10-27,SAS,0,8,3,2,0,1,2
Scottie Barnes,TOR,PF,2025-10-26,DAL,0,33,11,6,1,0,3
Scottie Barnes,TOR,PF,2025-10-24,MIL,1,17,5,3,3,0,2
Scottie Barnes,TOR,PF,2025-10-22,ATL,0,22,6,9,1,2,0
Shai Gilgeous-Alexander,OKC,PG,2025-12-13,SAS,1,29,4,5,0,1,1
Shai Gilgeous-Alexander,OKC,PG,2025-12-10,PHX,1,28,2,8,2,1,3
Shai Gilgeous-Alexander,OKC,PG,2025-12-05,DAL,1,33,5,6,0,1,2
Shai Gilgeous-Alexander,OKC,PG,2025-12-02,GSW,0,38,3,4,1,0,5
Shai Gilgeous-Alexander,OKC,PG,2025-11-30,POR,0,26,4,5,1,0,0
Shai Gilgeous-Alexander,OKC,PG,2025-11-28,PHX,1,37,3,8,1,0,3
Shai Gilgeous-Alexander,OKC,PG,2025-11-26,MIN,1,40,6,6,3,0,1
Shai Gilgeous-Alexander,OKC,PG,2025-11-23,POR,1,37,5,7,2,0,2
Shai Gilgeous-Alexander,OKC,PG,2025-11-21,UTA,0,31,2,8,1,1,3
Shai Gilgeous-Alexander,OKC,PG,2025-11-19,SAC,1,33,8,3,2,0,1
Shai Gilgeous-Alexander,OKC,PG,2025-11-17,NOP,0,23,2,8,3,1,3
Shai Gilgeous-Alexander,OKC,PG,2025-11-15,CHA,0,33,4,7,2,0,3
Shai Gilgeous-Alexander,OKC,PG,2025-11-12,LAL,1,30,5,9,2,0,2
Shai Gilgeous-Alexander,OKC,PG,2025-11-11,GSW,1,28,5,11,3,1,3
Shai Gilgeous-Alexander,OKC,PG,2025-11-09,MEM,0,35,7,6,2,0,3
Shai Gilgeous-Alexander,OKC,PG,2025-11-07,SAC,0,30,1,3,2,1,2
Shai Gilgeous-Alexander,OKC,PG,2025-11-05,POR,0,35,9,4,0,0,3
Shai Gilgeous-Alexander,OKC,PG,2025-11-04,LAC,0,30,4,12,0,3,4
Shai Gilgeous-Alexander,OKC,PG,2025-11-02,NOP,1,30,2,7,1,0,1
Shai Gilgeous-Alexander,OKC,PG,2025-10-30,WAS,1,31,3,7,0,1,3
Shai Gilgeous-Alexander,OKC,PG,2025-10-28,SAC,1,31,9,4,1,3,1
Shai Gilgeous-Alexander,OKC,PG,2025-10-27,DAL,0,23,4,8,1,0,1
Shai Gilgeous-Alexander,OKC,PG,2025-10-25,ATL,0,30,5,5,1,1,2
Shai Gilgeous-Alexander,OKC,PG,2025-10-23,IND,0,55,8,5,2,1,2
Shai Gilgeous-Alexander,OKC,PG,2025-10-21,HOU,1,35,5,5,2,2,1
Stephen Curry,GSW,PG,2025-12-14,POR,0,48,3,2,3,1,12
Stephen Curry,GSW,PG,2025-12-12,MIN,1,39,5,5,0,0,6
Stephen Curry,GSW,PG,2025-11-26,HOU,1,14,6,5,0,2,2
Stephen Curry,GSW,PG,2025-11-24,UTA,1,31,4,2,1,2,6
Stephen Curry,GSW,PG,2025-11-21,POR,1,38,2,4,0,0,9
Stephen Curry,GSW,PG,2025-11-18,ORL,0,34,3,9,3,0,7
Stephen Curry,GSW,PG,2025-11-16,NOP,0,9,5,3,0,0,1
Stephen Curry,GSW,PG,2025-11-14,SAS,0,49,4,2,2,0,9
Stephen Curry,GSW,PG,2025-11-12,SAS,0,46,5,5,2,0,5
Stephen Curry,GSW,PG,2025-11-11,OKC,0,11,1,0,1,0,1
Stephen Curry,GSW,PG,2025-11-04,PHX,1,28,4,3,1,1,5
Stephen Curry,GSW,PG,2025-11-01,IND,0,24,0,2,1,0,4
Stephen Curry,GSW,PG,2025-10-30,MIL,0,27,6,4,1,0,4
Stephen Curry,GSW,PG,2025-10-28,LAC,1,19,2,8,2,0,2
Stephen Curry,GSW,PG,2025-10-27,MEM,1,16,4,3,0,0,4
Stephen Curry,GSW,PG,2025-10-24,POR,0,35,6,3,1,2,7
Stephen Curry,GSW,PG,2025-10-23,DEN,1,42,6,7,3,1,6
Stephen Curry,GSW,PG,2025-10-21,LAL,0,23,1,4,3,1,3
Trae Young,ATL,PG,2025-10-29,BKN,0,6,1,1,0,1,0
Trae Young,ATL,PG,2025-10-27,CHI,0,21,3,17,0,0,1
Trae Young,ATL,PG,2025-10-25,OKC,1,15,4,10,0,0,2
Trae Young,ATL,PG,2025-10-24,ORL,0,25,1,6,3,0,1
Trae Young,ATL,PG,2025-10-22,TOR,1,22,1,5,1,0,1
Tyler Herro,MIA,SG,2025-12-09,ORL,0,20,7,3,0,0,0
Tyler Herro,MIA,SG,2025-12-03,DAL,0,20,4,0,2,0,2
Tyler Herro,MIA,SG,2025-12-01,LAC,1,22,3,2,0,1,4
Tyler Herro,MIA,SG,2025-11-29,DET,1,24,4,2,0,1,6
Tyler Herro,MIA,SG,2025-11-26,MIL,1,29,5,7,1,1,3
Tyler Herro,MIA,SG,2025-11-24,DAL,1,24,7,0,3,0,0
Tyrese Maxey,PHI,PG,2025-12-07,LAL,1,28,7,9,2,2,5
Tyrese Maxey,PHI,PG,2025-12-05,MIL,0,12,4,4,4,1,0
Tyrese Maxey,PHI,PG,2025-12-04,GSW,1,35,3,2,2,1,4
Tyrese Maxey,PHI,PG,2025-12-02,WAS,1,35,4,6,4,1,4
Tyrese Maxey,PHI,PG,2025-11-30,ATL,1,44,7,9,0,1,2
Tyrese Maxey,PHI,PG,2025-11-28,BKN,0,22,9,7,1,1,2
Tyrese Maxey,PHI,PG,2025-11-25,ORL,1,20,1,4,1,0,1
Tyrese Maxey,PHI,PG,2025-11-23,MIA,1,27,3,6,2,0,5
Tyrese Maxey,PHI,PG,2025-11-20,MIL,0,54,5,9,3,3,6
Tyrese Maxey,PHI,PG,2025-11-19,TOR,1,24,2,9,3,1,5
Tyrese Maxey,PHI,PG,2025-11-17,LAC,1,39,3,6,1,0,4
Tyrese Maxey,PHI,PG,2025-11-14,DET,0,31,7,3,4,0,2
Tyrese Maxey,PHI,PG,2025-11-11,BOS,1,21,5,9,1,0,3
Tyrese Maxey,PHI,PG,2025-11-09,DET,1,33,4,7,2,0,4
Tyrese Maxey,PHI,PG,2025-11-08,TOR,1,31,4,7,1,2,3
Tyrese Maxey,PHI,PG,2025-11-05,CLE,0,27,7,9,1,0,2
Tyrese Maxey,PHI,PG,2025-11-04,CHI,0,39,5,5,1,3,6
Tyrese Maxey,PHI,PG,2025-11-02,BKN,0,26,6,7,1,0,4
Tyrese Maxey,PHI,PG,2025-10-31,BOS,1,26,8,14,2,2,4
Tyrese Maxey,PHI,PG,2025-10-28,WAS,0,39,3,10,1,1,3
Tyrese Maxey,PHI,PG,2025-10-27,ORL,1,43,4,8,1,0,4
Tyrese Maxey,PHI,PG,2025-10-25,CHA,1,28,6,9,0,1,4
Tyrese Maxey,PHI,PG,2025-10-22,BOS,0,40,2,6,2,1,7
Victor Wembanyama,SAS,C,2025-12-13,OKC,0,22,9,2,1,2,1
Victor Wembanyama,SAS,C,2025-11-14,GSW,1,26,12,4,1,3,3
Victor Wembanyama,SAS,C,2025-11-12,GSW,1,31,15,10,0,1,3
Victor Wembanyama,SAS,C,2025-11-10,CHI,0,38,12,5,1,5,6
Victor Wembanyama,SAS,C,2025-11-08,NOP,1,18,18,3,1,3,2
Victor Wembanyama,SAS,C,2025-11-07,HOU,1,22,8,4,1,2,0
Victor Wembanyama,SAS,C,2025-11-05,LAL,0,19,8,3,1,1,0
Victor Wembanyama,SAS,C,2025-11-02,PHX,0,9,9,2,1,4,1
Victor Wembanyama,SAS,C,2025-10-30,MIA,1,27,18,6,1,5,1
Victor Wembanyama,SAS,C,2025-10-27,TOR,1,24,15,4,1,1,0
Victor Wembanyama,SAS,C,2025-10-26,BKN,1,31,14,4,3,6,3
Victor Wembanyama,SAS,C,2025-10-24,NOP,0,29,11,2,1,9,0
Victor Wembanyama,SAS,C,2025-10-22,DAL,0,40,15,1,1,3,1
Zach LaVine,SAC,SG,2025-12-14,MIN,0,10,1,1,0,0,1
Zach LaVine,SAC,SG,2025-12-08,IND,0,16,2,3,1,0,2
Zach LaVine,SAC,SG,2025-12-06,MIA,0,42,5,1,1,0,8
Zach LaVine,SAC,SG,2025-12-03,HOU,0,2,1,1,1,2,0
Zach LaVine,SAC,SG,2025-11-30,MEM,1,19,3,3,2,0,2
Zach LaVine,SAC,SG,2025-11-28,UTA,0,34,2,6,0,0,4
Zach LaVine,SAC,SG,2025-11-26,PHX,1,13,2,2,1,0,1
Zach LaVine,SAC,SG,2025-11-24,MIN,1,7,3,1,1,0,1
Zach LaVine,SAC,SG,2025-11-22,DEN,0,15,2,3,2,0,1
Zach LaVine,SAC,SG,2025-11-20,MEM,0,26,2,2,1,0,4
Zach LaVine,SAC,SG,2025-11-19,OKC,0,8,4,2,0,0,0
Zach LaVine,SAC,SG,2025-11-16,SAS,0,8,2,3,1,0,1
Zach LaVine,SAC,SG,2025-11-14,MIN,0,25,6,3,1,1,4
Zach LaVine,SAC,SG,2025-11-11,DEN,1,12,4,3,0,0,2
Zach LaVine,SAC,SG,2025-11-09,MIN,1,26,4,2,1,0,6
Zach LaVine,SAC,SG,2025-11-07,OKC,1,9,2,2,1,0,2
Zach LaVine,SAC,SG,2025-11-03,DEN,0,15,5,4,0,0,1
Zach LaVine,SAC,SG,2025-11-01,MIL,0,31,4,2,1,0,6
Zach LaVine,SAC,SG,2025-10-29,CHI,0,30,3,3,2,0,2
Zach LaVine,SAC,SG,2025-10-28,OKC,0,23,4,3,0,0,4
Zach LaVine,SAC,SG,2025-10-26,LAL,1,32,4,0,0,0,4
Zach LaVine,SAC,SG,2025-10-24,UTA,1,31,2,1,0,1,4
Zach LaVine,SAC,SG,2025-10-22,PHX,0,30,2,1,0,0,2
Zion Williamson,NOP,PF,2025-12-14,CHI,0,18,6,3,0,0,0
Zion Williamson,NOP,PF,2025-11-29,GSW,0,25,7,4,0,0,0
Zion Williamson,NOP,PF,2025-11-26,MEM,1,17,5,4,0,2,0
Zion Williamson,NOP,PF,2025-11-24,CHI,1,29,1,2,2,1,0
Zion Williamson,NOP,PF,2025-11-21,DAL,0,22,3,2,3,0,0
Zion Williamson,NOP,PF,2025-11-19,DEN,1,14,6,5,1,1,0
Zion Williamson,NOP,PF,2025-11-02,OKC,0,20,9,6,1,0,0
Zion Williamson,NOP,PF,2025-10-31,LAC,0,29,6,3,0,0,0
Zion Williamson,NOP,PF,2025-10-29,DEN,0,11,0,2,1,1,0
Zion Williamson,NOP,PF,2025-10-24,SAS,1,27,10,7,3,0,0
Zion Williamson,NOP,PF,2025-10-22,MEM,0,27,9,5,5,0,0
